"variable_name","variable_description","parameter_distribution","i","j","t","parameter_name","parameter_value"
"pi","Probability of travel from i to j","point","RWA","GNB",NA,"mean",0.000198197621820532
"pi","Probability of travel from i to j","point","SEN","GNB",NA,"mean",0.0548231352305739
"pi","Probability of travel from i to j","point","SLE","GNB",NA,"mean",0.0135920094907787
"pi","Probability of travel from i to j","point","SOM","GNB",NA,"mean",0.000317402155762092
"pi","Probability of travel from i to j","point","SSD","GNB",NA,"mean",0.000388186665926099
"pi","Probability of travel from i to j","point","SWZ","GNB",NA,"mean",0.000411960770715703
"pi","Probability of travel from i to j","point","TCD","GNB",NA,"mean",0.000837671030193483
"pi","Probability of travel from i to j","point","TGO","GNB",NA,"mean",0.000913208966053478
"pi","Probability of travel from i to j","point","TZA","GNB",NA,"mean",0.000333423903796934
"pi","Probability of travel from i to j","point","UGA","GNB",NA,"mean",0.000293103211390445
"pi","Probability of travel from i to j","point","ZAF","GNB",NA,"mean",0.000747314158462079
"pi","Probability of travel from i to j","point","ZMB","GNB",NA,"mean",0.000392033441244858
"pi","Probability of travel from i to j","point","ZWE","GNB",NA,"mean",0.00038930779924392
"pi","Probability of travel from i to j","point","AGO","GNQ",NA,"mean",0.00264488613487247
"pi","Probability of travel from i to j","point","BDI","GNQ",NA,"mean",0.000608704465003246
"pi","Probability of travel from i to j","point","BEN","GNQ",NA,"mean",0.00149183184607064
"pi","Probability of travel from i to j","point","BFA","GNQ",NA,"mean",0.00136415112511719
"pi","Probability of travel from i to j","point","BWA","GNQ",NA,"mean",0.00101700547293873
"pi","Probability of travel from i to j","point","CAF","GNQ",NA,"mean",0.00285995024742953
"pi","Probability of travel from i to j","point","CIV","GNQ",NA,"mean",0.00155521798594305
"pi","Probability of travel from i to j","point","CMR","GNQ",NA,"mean",0.00799852390076506
"pi","Probability of travel from i to j","point","COD","GNQ",NA,"mean",0.00242044538967674
"pi","Probability of travel from i to j","point","COG","GNQ",NA,"mean",0.00830550628154036
"pi","Probability of travel from i to j","point","ERI","GNQ",NA,"mean",0.000756433696534832
"pi","Probability of travel from i to j","point","ETH","GNQ",NA,"mean",0.00100698644193476
"pi","Probability of travel from i to j","point","GAB","GNQ",NA,"mean",0.0238866580430765
"pi","Probability of travel from i to j","point","GHA","GNQ",NA,"mean",0.00167509112318011
"pi","Probability of travel from i to j","point","GIN","GNQ",NA,"mean",0.00107399420589483
"pi","Probability of travel from i to j","point","GMB","GNQ",NA,"mean",0.000550628155576434
"pi","Probability of travel from i to j","point","GNB","GNQ",NA,"mean",0.000808938685063435
"pi","Probability of travel from i to j","point","GNQ","GNQ",NA,"mean",NA
"pi","Probability of travel from i to j","point","KEN","GNQ",NA,"mean",0.000673488375582418
"pi","Probability of travel from i to j","point","LBR","GNQ",NA,"mean",0.00123434604667374
"pi","Probability of travel from i to j","point","LSO","GNQ",NA,"mean",0.00047698569481537
"pi","Probability of travel from i to j","point","MLI","GNQ",NA,"mean",0.00146631358763755
"pi","Probability of travel from i to j","point","MOZ","GNQ",NA,"mean",0.000776039065697831
"pi","Probability of travel from i to j","point","MRT","GNQ",NA,"mean",0.00134936907101702
"pi","Probability of travel from i to j","point","MWI","GNQ",NA,"mean",0.000679748707817106
"pi","Probability of travel from i to j","point","NAM","GNQ",NA,"mean",0.00156691303577153
"pi","Probability of travel from i to j","point","NER","GNQ",NA,"mean",0.00176465416582618
"pi","Probability of travel from i to j","point","NGA","GNQ",NA,"mean",0.00650566897918438
"pi","Probability of travel from i to j","point","RWA","GNQ",NA,"mean",0.000612268754379647
"pi","Probability of travel from i to j","point","SEN","GNQ",NA,"mean",0.00109054417534132
"pi","Probability of travel from i to j","point","SLE","GNQ",NA,"mean",0.000995674903546492
"pi","Probability of travel from i to j","point","SOM","GNQ",NA,"mean",0.000599473304353239
"pi","Probability of travel from i to j","point","SSD","GNQ",NA,"mean",0.0010739074301481
"pi","Probability of travel from i to j","point","SWZ","GNQ",NA,"mean",0.00077928147961682
"pi","Probability of travel from i to j","point","TCD","GNQ",NA,"mean",0.00219712240702608
"pi","Probability of travel from i to j","point","TGO","GNQ",NA,"mean",0.00128790170280693
"pi","Probability of travel from i to j","point","TZA","GNQ",NA,"mean",0.000833381361152634
"pi","Probability of travel from i to j","point","UGA","GNQ",NA,"mean",0.000815899301076344
"pi","Probability of travel from i to j","point","ZAF","GNQ",NA,"mean",0.00137998775084723
"pi","Probability of travel from i to j","point","ZMB","GNQ",NA,"mean",0.00105305969784689
"pi","Probability of travel from i to j","point","ZWE","GNQ",NA,"mean",0.000875625770055776
"pi","Probability of travel from i to j","point","AGO","KEN",NA,"mean",0.0381198765739728
"pi","Probability of travel from i to j","point","BDI","KEN",NA,"mean",0.060320373988567
"pi","Probability of travel from i to j","point","BEN","KEN",NA,"mean",0.00689913455277779
"pi","Probability of travel from i to j","point","BFA","KEN",NA,"mean",0.00902664072533165
"pi","Probability of travel from i to j","point","BWA","KEN",NA,"mean",0.0295114619209025
"pi","Probability of travel from i to j","point","CAF","KEN",NA,"mean",0.0378282850514409
"pi","Probability of travel from i to j","point","CIV","KEN",NA,"mean",0.0101670369379404
"pi","Probability of travel from i to j","point","CMR","KEN",NA,"mean",0.016530794277409
"pi","Probability of travel from i to j","point","COD","KEN",NA,"mean",0.0632526650597328
"pi","Probability of travel from i to j","point","COG","KEN",NA,"mean",0.0267727193913919
"pi","Probability of travel from i to j","point","ERI","KEN",NA,"mean",0.0671962915808783
"pi","Probability of travel from i to j","point","ETH","KEN",NA,"mean",0.203991393708572
"pi","Probability of travel from i to j","point","GAB","KEN",NA,"mean",0.0212981491461504
"pi","Probability of travel from i to j","point","GHA","KEN",NA,"mean",0.00864061555933082
"pi","Probability of travel from i to j","point","GIN","KEN",NA,"mean",0.00923843255447597
"pi","Probability of travel from i to j","point","GMB","KEN",NA,"mean",0.00561146366935533
"pi","Probability of travel from i to j","point","GNB","KEN",NA,"mean",0.0079902723336629
"pi","Probability of travel from i to j","point","GNQ","KEN",NA,"mean",0.0165396615591698
"pi","Probability of travel from i to j","point","KEN","KEN",NA,"mean",NA
"pi","Probability of travel from i to j","point","LBR","KEN",NA,"mean",0.00935917099013232
"pi","Probability of travel from i to j","point","LSO","KEN",NA,"mean",0.0162245600103328
"pi","Probability of travel from i to j","point","MLI","KEN",NA,"mean",0.0128715902324287
"pi","Probability of travel from i to j","point","MOZ","KEN",NA,"mean",0.0513592720135795
"pi","Probability of travel from i to j","point","MRT","KEN",NA,"mean",0.0144604424823578
"pi","Probability of travel from i to j","point","MWI","KEN",NA,"mean",0.0523851993559623
"pi","Probability of travel from i to j","point","NAM","KEN",NA,"mean",0.031576895370541
"pi","Probability of travel from i to j","point","NER","KEN",NA,"mean",0.0158688482696782
"pi","Probability of travel from i to j","point","NGA","KEN",NA,"mean",0.0237695157019563
"pi","Probability of travel from i to j","point","RWA","KEN",NA,"mean",0.065249959897965
"pi","Probability of travel from i to j","point","SEN","KEN",NA,"mean",0.0110621643738844
"pi","Probability of travel from i to j","point","SLE","KEN",NA,"mean",0.00853059320173733
"pi","Probability of travel from i to j","point","SOM","KEN",NA,"mean",0.122589402152551
"pi","Probability of travel from i to j","point","SSD","KEN",NA,"mean",0.0912703060263128
"pi","Probability of travel from i to j","point","SWZ","KEN",NA,"mean",0.0311654294368445
"pi","Probability of travel from i to j","point","TCD","KEN",NA,"mean",0.0325602902407461
"pi","Probability of travel from i to j","point","TGO","KEN",NA,"mean",0.0059429344798468
"pi","Probability of travel from i to j","point","TZA","KEN",NA,"mean",0.151466770432478
"pi","Probability of travel from i to j","point","UGA","KEN",NA,"mean",0.186318104357873
"pi","Probability of travel from i to j","point","ZAF","KEN",NA,"mean",0.0421095824866823
"pi","Probability of travel from i to j","point","ZMB","KEN",NA,"mean",0.0460175461908327
"pi","Probability of travel from i to j","point","ZWE","KEN",NA,"mean",0.0384483181501905
"pi","Probability of travel from i to j","point","AGO","LBR",NA,"mean",0.00258511580313152
"pi","Probability of travel from i to j","point","BDI","LBR",NA,"mean",0.00063414241835396
"pi","Probability of travel from i to j","point","BEN","LBR",NA,"mean",0.00402551283918243
"pi","Probability of travel from i to j","point","BFA","LBR",NA,"mean",0.00905603950952903
"pi","Probability of travel from i to j","point","BWA","LBR",NA,"mean",0.00149329699812229
"pi","Probability of travel from i to j","point","CAF","LBR",NA,"mean",0.00193936298815224
"pi","Probability of travel from i to j","point","CIV","LBR",NA,"mean",0.0436574215776588
"pi","Probability of travel from i to j","point","CMR","LBR",NA,"mean",0.00222765703476503
"pi","Probability of travel from i to j","point","COD","LBR",NA,"mean",0.00186111493354049
"pi","Probability of travel from i to j","point","COG","LBR",NA,"mean",0.00238700862317484
"pi","Probability of travel from i to j","point","ERI","LBR",NA,"mean",0.00116318219301369
"pi","Probability of travel from i to j","point","ETH","LBR",NA,"mean",0.00143589370487809
"pi","Probability of travel from i to j","point","GAB","LBR",NA,"mean",0.00291121071007719
"pi","Probability of travel from i to j","point","GHA","LBR",NA,"mean",0.010231474158049
"pi","Probability of travel from i to j","point","GIN","LBR",NA,"mean",0.0414614619915753
"pi","Probability of travel from i to j","point","GMB","LBR",NA,"mean",0.00905442391319498
"pi","Probability of travel from i to j","point","GNB","LBR",NA,"mean",0.0159707600788014
"pi","Probability of travel from i to j","point","GNQ","LBR",NA,"mean",0.00284179885431931
"pi","Probability of travel from i to j","point","KEN","LBR",NA,"mean",0.000877399276199549
"pi","Probability of travel from i to j","point","LBR","LBR",NA,"mean",NA
"pi","Probability of travel from i to j","point","LSO","LBR",NA,"mean",0.000816759501270621
"pi","Probability of travel from i to j","point","MLI","LBR",NA,"mean",0.00988428078293543
"pi","Probability of travel from i to j","point","MOZ","LBR",NA,"mean",0.00112657836643078
"pi","Probability of travel from i to j","point","MRT","LBR",NA,"mean",0.0117481098148943
"pi","Probability of travel from i to j","point","MWI","LBR",NA,"mean",0.000915053999408271
"pi","Probability of travel from i to j","point","NAM","LBR",NA,"mean",0.00235362552752689
"pi","Probability of travel from i to j","point","NER","LBR",NA,"mean",0.00325545615664916
"pi","Probability of travel from i to j","point","NGA","LBR",NA,"mean",0.00602745380381135
"pi","Probability of travel from i to j","point","RWA","LBR",NA,"mean",0.000631508022385407
"pi","Probability of travel from i to j","point","SEN","LBR",NA,"mean",0.0170273300404004
"pi","Probability of travel from i to j","point","SLE","LBR",NA,"mean",0.0595264867788153
"pi","Probability of travel from i to j","point","SOM","LBR",NA,"mean",0.000928297114091259
"pi","Probability of travel from i to j","point","SSD","LBR",NA,"mean",0.00119996393015017
"pi","Probability of travel from i to j","point","SWZ","LBR",NA,"mean",0.00127623276754032
"pi","Probability of travel from i to j","point","TCD","LBR",NA,"mean",0.00260038904874773
"pi","Probability of travel from i to j","point","TGO","LBR",NA,"mean",0.00448922071611516
"pi","Probability of travel from i to j","point","TZA","LBR",NA,"mean",0.00103845071294996
"pi","Probability of travel from i to j","point","UGA","LBR",NA,"mean",0.000914140256528123
"pi","Probability of travel from i to j","point","ZAF","LBR",NA,"mean",0.00234541692135804
"pi","Probability of travel from i to j","point","ZMB","LBR",NA,"mean",0.00126564108887332
"pi","Probability of travel from i to j","point","ZWE","LBR",NA,"mean",0.00123246182559179
"pi","Probability of travel from i to j","point","AGO","LSO",NA,"mean",0.00242397180633388
"pi","Probability of travel from i to j","point","BDI","LSO",NA,"mean",0.000562165742512612
"pi","Probability of travel from i to j","point","BEN","LSO",NA,"mean",0.000232783353621941
"pi","Probability of travel from i to j","point","BFA","LSO",NA,"mean",0.000317975681403543
"pi","Probability of travel from i to j","point","BWA","LSO",NA,"mean",0.00818088360330535
"pi","Probability of travel from i to j","point","CAF","LSO",NA,"mean",0.000641024227788612
"pi","Probability of travel from i to j","point","CIV","LSO",NA,"mean",0.000409151731438254
"pi","Probability of travel from i to j","point","CMR","LSO",NA,"mean",0.000437444374409044
"pi","Probability of travel from i to j","point","COD","LSO",NA,"mean",0.00121780304278847
"pi","Probability of travel from i to j","point","COG","LSO",NA,"mean",0.000797327852613627
"pi","Probability of travel from i to j","point","ERI","LSO",NA,"mean",0.000585087717287498
"pi","Probability of travel from i to j","point","ETH","LSO",NA,"mean",0.000904968651836819
"pi","Probability of travel from i to j","point","GAB","LSO",NA,"mean",0.000722780893822824
"pi","Probability of travel from i to j","point","GHA","LSO",NA,"mean",0.000322623565766678
"pi","Probability of travel from i to j","point","GIN","LSO",NA,"mean",0.000380754738080909
"pi","Probability of travel from i to j","point","GMB","LSO",NA,"mean",0.000233324529489259
"pi","Probability of travel from i to j","point","GNB","LSO",NA,"mean",0.000336475318494912
"pi","Probability of travel from i to j","point","GNQ","LSO",NA,"mean",0.000540632722576228
"pi","Probability of travel from i to j","point","KEN","LSO",NA,"mean",0.000748813021144649
"pi","Probability of travel from i to j","point","LBR","LSO",NA,"mean",0.000402100640554267
"pi","Probability of travel from i to j","point","LSO","LSO",NA,"mean",NA
"pi","Probability of travel from i to j","point","MLI","LSO",NA,"mean",0.000441722809325866
"pi","Probability of travel from i to j","point","MOZ","LSO",NA,"mean",0.00353315239963182
"pi","Probability of travel from i to j","point","MRT","LSO",NA,"mean",0.000533293668533203
"pi","Probability of travel from i to j","point","MWI","LSO",NA,"mean",0.00202039917727495
"pi","Probability of travel from i to j","point","NAM","LSO",NA,"mean",0.00554843713385846
"pi","Probability of travel from i to j","point","NER","LSO",NA,"mean",0.000408936925855708
"pi","Probability of travel from i to j","point","NGA","LSO",NA,"mean",0.000688821467921819
"pi","Probability of travel from i to j","point","RWA","LSO",NA,"mean",0.000513677355850041
"pi","Probability of travel from i to j","point","SEN","LSO",NA,"mean",0.000451469322087594
"pi","Probability of travel from i to j","point","SLE","LSO",NA,"mean",0.00036414341772763
"pi","Probability of travel from i to j","point","SOM","LSO",NA,"mean",0.000704150679000343
"pi","Probability of travel from i to j","point","SSD","LSO",NA,"mean",0.000615781942566873
"pi","Probability of travel from i to j","point","SWZ","LSO",NA,"mean",0.025487722810966
"pi","Probability of travel from i to j","point","TCD","LSO",NA,"mean",0.000603880381009217
"pi","Probability of travel from i to j","point","TGO","LSO",NA,"mean",0.000210542794661299
"pi","Probability of travel from i to j","point","TZA","LSO",NA,"mean",0.00128506789224736
"pi","Probability of travel from i to j","point","UGA","LSO",NA,"mean",0.000655109778695835
"pi","Probability of travel from i to j","point","ZAF","LSO",NA,"mean",0.0736937141413468
"pi","Probability of travel from i to j","point","ZMB","LSO",NA,"mean",0.00251831837819577
"pi","Probability of travel from i to j","point","ZWE","LSO",NA,"mean",0.0053605490012432
"pi","Probability of travel from i to j","point","AGO","MLI",NA,"mean",0.00847984884815432
"pi","Probability of travel from i to j","point","BDI","MLI",NA,"mean",0.00254910759645451
"pi","Probability of travel from i to j","point","BEN","MLI",NA,"mean",0.0217308367949614
"pi","Probability of travel from i to j","point","BFA","MLI",NA,"mean",0.0840796380707506
"pi","Probability of travel from i to j","point","BWA","MLI",NA,"mean",0.00499435246400135
"pi","Probability of travel from i to j","point","CAF","MLI",NA,"mean",0.00902367176769153
"pi","Probability of travel from i to j","point","CIV","MLI",NA,"mean",0.0409293067735189
"pi","Probability of travel from i to j","point","CMR","MLI",NA,"mean",0.00995285937132924
"pi","Probability of travel from i to j","point","COD","MLI",NA,"mean",0.00729376191366543
"pi","Probability of travel from i to j","point","COG","MLI",NA,"mean",0.00891368085824581
"pi","Probability of travel from i to j","point","ERI","MLI",NA,"mean",0.00557759466530332
"pi","Probability of travel from i to j","point","ETH","MLI",NA,"mean",0.00650770097490782
"pi","Probability of travel from i to j","point","GAB","MLI",NA,"mean",0.010255495782637
"pi","Probability of travel from i to j","point","GHA","MLI",NA,"mean",0.0309533758942907
"pi","Probability of travel from i to j","point","GIN","MLI",NA,"mean",0.0437236602804147
"pi","Probability of travel from i to j","point","GMB","MLI",NA,"mean",0.0223085946192411
"pi","Probability of travel from i to j","point","GNB","MLI",NA,"mean",0.0305119951804303
"pi","Probability of travel from i to j","point","GNQ","MLI",NA,"mean",0.0104045877785641
"pi","Probability of travel from i to j","point","KEN","MLI",NA,"mean",0.00371906450160532
"pi","Probability of travel from i to j","point","LBR","MLI",NA,"mean",0.0304639833270851
"pi","Probability of travel from i to j","point","LSO","MLI",NA,"mean",0.00276535487027868
"pi","Probability of travel from i to j","point","MLI","MLI",NA,"mean",NA
"pi","Probability of travel from i to j","point","MOZ","MLI",NA,"mean",0.00416174217117813
"pi","Probability of travel from i to j","point","MRT","MLI",NA,"mean",0.117552478691213
"pi","Probability of travel from i to j","point","MWI","MLI",NA,"mean",0.00343173206010175
"pi","Probability of travel from i to j","point","NAM","MLI",NA,"mean",0.00739470428022168
"pi","Probability of travel from i to j","point","NER","MLI",NA,"mean",0.0275998049523307
"pi","Probability of travel from i to j","point","NGA","MLI",NA,"mean",0.0332063218438931
"pi","Probability of travel from i to j","point","RWA","MLI",NA,"mean",0.00257771562412332
"pi","Probability of travel from i to j","point","SEN","MLI",NA,"mean",0.0499652718312381
"pi","Probability of travel from i to j","point","SLE","MLI",NA,"mean",0.0313430158508838
"pi","Probability of travel from i to j","point","SOM","MLI",NA,"mean",0.00407289779496948
"pi","Probability of travel from i to j","point","SSD","MLI",NA,"mean",0.00551157642321211
"pi","Probability of travel from i to j","point","SWZ","MLI",NA,"mean",0.0044370834564874
"pi","Probability of travel from i to j","point","TCD","MLI",NA,"mean",0.0152267407603818
"pi","Probability of travel from i to j","point","TGO","MLI",NA,"mean",0.0189198476977626
"pi","Probability of travel from i to j","point","TZA","MLI",NA,"mean",0.00411880281879588
"pi","Probability of travel from i to j","point","UGA","MLI",NA,"mean",0.0039029231000704
"pi","Probability of travel from i to j","point","ZAF","MLI",NA,"mean",0.00779672456310058
"pi","Probability of travel from i to j","point","ZMB","MLI",NA,"mean",0.00457365020604693
"pi","Probability of travel from i to j","point","ZWE","MLI",NA,"mean",0.0043688491808061
"pi","Probability of travel from i to j","point","AGO","MOZ",NA,"mean",0.0322502057421001
"pi","Probability of travel from i to j","point","BDI","MOZ",NA,"mean",0.0156370891604212
"pi","Probability of travel from i to j","point","BEN","MOZ",NA,"mean",0.00316864260294252
"pi","Probability of travel from i to j","point","BFA","MOZ",NA,"mean",0.0042234080915653
"pi","Probability of travel from i to j","point","BWA","MOZ",NA,"mean",0.0527540639371226
"pi","Probability of travel from i to j","point","CAF","MOZ",NA,"mean",0.0114311264823082
"pi","Probability of travel from i to j","point","CIV","MOZ",NA,"mean",0.00515697282398647
"pi","Probability of travel from i to j","point","CMR","MOZ",NA,"mean",0.00672421505715262
"pi","Probability of travel from i to j","point","COD","MOZ",NA,"mean",0.0252863276369538
"pi","Probability of travel from i to j","point","COG","MOZ",NA,"mean",0.0125126866059045
"pi","Probability of travel from i to j","point","ERI","MOZ",NA,"mean",0.011660799891038
"pi","Probability of travel from i to j","point","ETH","MOZ",NA,"mean",0.0203241852818852
"pi","Probability of travel from i to j","point","GAB","MOZ",NA,"mean",0.0105051579749403
"pi","Probability of travel from i to j","point","GHA","MOZ",NA,"mean",0.00421220327074904
"pi","Probability of travel from i to j","point","GIN","MOZ",NA,"mean",0.00472244873675396
"pi","Probability of travel from i to j","point","GMB","MOZ",NA,"mean",0.00287402322521365
"pi","Probability of travel from i to j","point","GNB","MOZ",NA,"mean",0.00412504169775746
"pi","Probability of travel from i to j","point","GNQ","MOZ",NA,"mean",0.00779902576539899
"pi","Probability of travel from i to j","point","KEN","MOZ",NA,"mean",0.0210174061011179
"pi","Probability of travel from i to j","point","LBR","MOZ",NA,"mean",0.00491769708300533
"pi","Probability of travel from i to j","point","LSO","MOZ",NA,"mean",0.0313272424119534
"pi","Probability of travel from i to j","point","MLI","MOZ",NA,"mean",0.00589432288967379
"pi","Probability of travel from i to j","point","MOZ","MOZ",NA,"mean",NA
"pi","Probability of travel from i to j","point","MRT","MOZ",NA,"mean",0.00689365934888382
"pi","Probability of travel from i to j","point","MWI","MOZ",NA,"mean",0.227673502656811
"pi","Probability of travel from i to j","point","NAM","MOZ",NA,"mean",0.0379409950917659
"pi","Probability of travel from i to j","point","NER","MOZ",NA,"mean",0.00608658041932027
"pi","Probability of travel from i to j","point","NGA","MOZ",NA,"mean",0.0100013589335947
"pi","Probability of travel from i to j","point","RWA","MOZ",NA,"mean",0.0136523946652752
"pi","Probability of travel from i to j","point","SEN","MOZ",NA,"mean",0.00560460087806964
"pi","Probability of travel from i to j","point","SLE","MOZ",NA,"mean",0.0044520627825969
"pi","Probability of travel from i to j","point","SOM","MOZ",NA,"mean",0.0164352099401272
"pi","Probability of travel from i to j","point","SSD","MOZ",NA,"mean",0.0131271966314998
"pi","Probability of travel from i to j","point","SWZ","MOZ",NA,"mean",0.0835427039737354
"pi","Probability of travel from i to j","point","TCD","MOZ",NA,"mean",0.0100234009098895
"pi","Probability of travel from i to j","point","TGO","MOZ",NA,"mean",0.00281249845489104
"pi","Probability of travel from i to j","point","TZA","MOZ",NA,"mean",0.0517387857785353
"pi","Probability of travel from i to j","point","UGA","MOZ",NA,"mean",0.0165995096388
"pi","Probability of travel from i to j","point","ZAF","MOZ",NA,"mean",0.0729171207756049
"pi","Probability of travel from i to j","point","ZMB","MOZ",NA,"mean",0.0768414046896459
"pi","Probability of travel from i to j","point","ZWE","MOZ",NA,"mean",0.151776881648923
"pi","Probability of travel from i to j","point","AGO","MRT",NA,"mean",0.00148607945861687
"pi","Probability of travel from i to j","point","BDI","MRT",NA,"mean",0.000442412732664481
"pi","Probability of travel from i to j","point","BEN","MRT",NA,"mean",0.00216435111951449
"pi","Probability of travel from i to j","point","BFA","MRT",NA,"mean",0.00574368356018775
"pi","Probability of travel from i to j","point","BWA","MRT",NA,"mean",0.000929366715146976
"pi","Probability of travel from i to j","point","CAF","MRT",NA,"mean",0.00139298763762199
"pi","Probability of travel from i to j","point","CIV","MRT",NA,"mean",0.00575673776910541
"pi","Probability of travel from i to j","point","CMR","MRT",NA,"mean",0.00139744942465794
"pi","Probability of travel from i to j","point","COD","MRT",NA,"mean",0.00122242898974422
"pi","Probability of travel from i to j","point","COG","MRT",NA,"mean",0.00139671493195317
"pi","Probability of travel from i to j","point","ERI","MRT",NA,"mean",0.000995282743012214
"pi","Probability of travel from i to j","point","ETH","MRT",NA,"mean",0.00116120176103901
"pi","Probability of travel from i to j","point","GAB","MRT",NA,"mean",0.00156910174193803
"pi","Probability of travel from i to j","point","GHA","MRT",NA,"mean",0.00345170123325914
"pi","Probability of travel from i to j","point","GIN","MRT",NA,"mean",0.0102772189442623
"pi","Probability of travel from i to j","point","GMB","MRT",NA,"mean",0.00909989622125579
"pi","Probability of travel from i to j","point","GNB","MRT",NA,"mean",0.0107044164440376
"pi","Probability of travel from i to j","point","GNQ","MRT",NA,"mean",0.00151903098174632
"pi","Probability of travel from i to j","point","KEN","MRT",NA,"mean",0.000662858680851205
"pi","Probability of travel from i to j","point","LBR","MRT",NA,"mean",0.00574443703243067
"pi","Probability of travel from i to j","point","LSO","MRT",NA,"mean",0.000529669949015313
"pi","Probability of travel from i to j","point","MLI","MRT",NA,"mean",0.0186496055983591
"pi","Probability of travel from i to j","point","MOZ","MRT",NA,"mean",0.000772198454663146
"pi","Probability of travel from i to j","point","MRT","MRT",NA,"mean",NA
"pi","Probability of travel from i to j","point","MWI","MRT",NA,"mean",0.000627466280993737
"pi","Probability of travel from i to j","point","NAM","MRT",NA,"mean",0.00137522586073947
"pi","Probability of travel from i to j","point","NER","MRT",NA,"mean",0.0032086588191896
"pi","Probability of travel from i to j","point","NGA","MRT",NA,"mean",0.0039372525677792
"pi","Probability of travel from i to j","point","RWA","MRT",NA,"mean",0.000445166310937072
"pi","Probability of travel from i to j","point","SEN","MRT",NA,"mean",0.0225976991833424
"pi","Probability of travel from i to j","point","SLE","MRT",NA,"mean",0.00730694792938187
"pi","Probability of travel from i to j","point","SOM","MRT",NA,"mean",0.000747119294440899
"pi","Probability of travel from i to j","point","SSD","MRT",NA,"mean",0.000930389534448524
"pi","Probability of travel from i to j","point","SWZ","MRT",NA,"mean",0.000843262387066098
"pi","Probability of travel from i to j","point","TCD","MRT",NA,"mean",0.00224671317720238
"pi","Probability of travel from i to j","point","TGO","MRT",NA,"mean",0.00199188045510689
"pi","Probability of travel from i to j","point","TZA","MRT",NA,"mean",0.000737830320031298
"pi","Probability of travel from i to j","point","UGA","MRT",NA,"mean",0.000675358024822314
"pi","Probability of travel from i to j","point","ZAF","MRT",NA,"mean",0.00148961752875094
"pi","Probability of travel from i to j","point","ZMB","MRT",NA,"mean",0.000823110937006166
"pi","Probability of travel from i to j","point","ZWE","MRT",NA,"mean",0.000807504125513721
"pi","Probability of travel from i to j","point","AGO","MWI",NA,"mean",0.0248925170912608
"pi","Probability of travel from i to j","point","BDI","MWI",NA,"mean",0.0161568897781746
"pi","Probability of travel from i to j","point","BEN","MWI",NA,"mean",0.0023364738507758
"pi","Probability of travel from i to j","point","BFA","MWI",NA,"mean",0.00307222599624374
"pi","Probability of travel from i to j","point","BWA","MWI",NA,"mean",0.0315840884409981
"pi","Probability of travel from i to j","point","CAF","MWI",NA,"mean",0.00930027420138245
"pi","Probability of travel from i to j","point","CIV","MWI",NA,"mean",0.00370916582921847
"pi","Probability of travel from i to j","point","CMR","MWI",NA,"mean",0.0052232231101444
"pi","Probability of travel from i to j","point","COD","MWI",NA,"mean",0.0228960049308066
"pi","Probability of travel from i to j","point","COG","MWI",NA,"mean",0.0100010787419192
"pi","Probability of travel from i to j","point","ERI","MWI",NA,"mean",0.00901453294146884
"pi","Probability of travel from i to j","point","ETH","MWI",NA,"mean",0.0163119611332295
"pi","Probability of travel from i to j","point","GAB","MWI",NA,"mean",0.0081453785317026
"pi","Probability of travel from i to j","point","GHA","MWI",NA,"mean",0.00306923983075352
"pi","Probability of travel from i to j","point","GIN","MWI",NA,"mean",0.00335771533351187
"pi","Probability of travel from i to j","point","GMB","MWI",NA,"mean",0.00202822358095227
"pi","Probability of travel from i to j","point","GNB","MWI",NA,"mean",0.00291162241728175
"pi","Probability of travel from i to j","point","GNQ","MWI",NA,"mean",0.0059882196902302
"pi","Probability of travel from i to j","point","KEN","MWI",NA,"mean",0.0187914988118643
"pi","Probability of travel from i to j","point","LBR","MWI",NA,"mean",0.00350138327884263
"pi","Probability of travel from i to j","point","LSO","MWI",NA,"mean",0.0157032499412103
"pi","Probability of travel from i to j","point","MLI","MWI",NA,"mean",0.00426054039018619
"pi","Probability of travel from i to j","point","MOZ","MWI",NA,"mean",0.199574501118043
"pi","Probability of travel from i to j","point","MRT","MWI",NA,"mean",0.00491025273842413
"pi","Probability of travel from i to j","point","MWI","MWI",NA,"mean",NA
"pi","Probability of travel from i to j","point","NAM","MWI",NA,"mean",0.0247037873584624
"pi","Probability of travel from i to j","point","NER","MWI",NA,"mean",0.00455033830900303
"pi","Probability of travel from i to j","point","NGA","MWI",NA,"mean",0.00754214101589869
"pi","Probability of travel from i to j","point","RWA","MWI",NA,"mean",0.0135532327273948
"pi","Probability of travel from i to j","point","SEN","MWI",NA,"mean",0.00396256235747897
"pi","Probability of travel from i to j","point","SLE","MWI",NA,"mean",0.0031568148044256
"pi","Probability of travel from i to j","point","SOM","MWI",NA,"mean",0.0126665843627585
"pi","Probability of travel from i to j","point","SSD","MWI",NA,"mean",0.01104876706653
"pi","Probability of travel from i to j","point","SWZ","MWI",NA,"mean",0.0365004626368872
"pi","Probability of travel from i to j","point","TCD","MWI",NA,"mean",0.00774894653840864
"pi","Probability of travel from i to j","point","TGO","MWI",NA,"mean",0.00206446133068622
"pi","Probability of travel from i to j","point","TZA","MWI",NA,"mean",0.063320566955227
"pi","Probability of travel from i to j","point","UGA","MWI",NA,"mean",0.015251386921312
"pi","Probability of travel from i to j","point","ZAF","MWI",NA,"mean",0.0390473596408578
